glyph,en_tts,zh_tts,en_keywords,zh_keywords,source
🫜,root vegetable,根菜,beet | food | garden | radish | root | salad | turnip | vegetable | vegetarian,根 | 甜菜 | 素食 | 色拉 | 芜菁 | 菜园 | 萝卜 | 蔬菜 | 食物,CLDR release-46 annotations
🫟,splatter,泼溅,drip | holi | ink | liquid | mess | paint | spill | splatter | stain,喷洒 | 污渍 | 油漆 | 泼溅 | 溢出,CLDR release-46 annotations
🫠,melting face,融化,disappear | dissolve | embarrassed | face | haha | heat | hot | liquid | lol | melt | melting | sarcasm | sarcastic,冷笑 | 哈哈 | 尴尬 | 微笑 | 消失 | 液体 | 溶解 | 热 | 融化,CLDR release-46 annotations
🫡,saluting face,致敬,face | good | luck | ma’am | OK | respect | salute | saluting | sir | troops | yes,军队 | 好 | 好的 | 收到 | 敬礼 | 是 | 致敬 | 阳光,CLDR release-46 annotations
🫢,face with open eyes and hand over mouth,睁眼捂嘴,amazement | awe | disbelief | embarrass | eyes | face | gasp | hand | mouth | omg | open | over | quiet | scared | shock | surprise,哇塞 | 哑口无言 | 害怕 | 尴尬 | 怀疑 | 惊奇 | 惊愕 | 惊讶 | 敬畏 | 睁眼捂嘴 | 震惊,CLDR release-46 annotations
🫣,face with peeking eye,偷看,captivated | embarrass | eye | face | hide | hiding | peek | peeking | peep | scared | shy | stare,偷看 | 偷窥 | 凝视 | 害怕 | 害羞 | 尴尬 | 迷住,CLDR release-46 annotations
🫤,face with diagonal mouth,郁闷,confused | confusion | diagonal | disappointed | doubt | doubtful | face | frustrated | frustration | meh | mouth | skeptical | unsure | whatever | wtv,不相信 | 不确定 | 困惑 | 失望 | 怀疑 | 无所谓 | 无聊 | 沮丧 | 疑惑 | 迷惘 | 郁闷,CLDR release-46 annotations
🫥,dotted line face,虚线脸,depressed | disappear | dotted | face | hidden | hide | introvert | invisible | line | meh | whatever | wtv,内向 | 无所谓 | 沮丧 | 消失 | 虚线脸 | 隐形 | 隐藏,CLDR release-46 annotations
🫦,biting lip,咬住嘴唇,anxious | bite | biting | fear | flirt | flirting | kiss | lip | lipstick | nervous | sexy | uncomfortable | worried | worry,不舒服 | 口红 | 咬住嘴唇 | 咬嘴唇 | 嘴唇 | 害怕 | 性感 | 担心 | 接吻 | 焦虑 | 紧张 | 调情,CLDR release-46 annotations
🫧,bubbles,气泡,bubble | bubbles | burp | clean | floating | pearl | soap | underwater,打嗝 | 气泡 | 水下 | 泡泡 | 清洁 | 漂浮 | 珍珠状 | 肥皂 | 肥皂泡,CLDR release-46 annotations
🫨,shaking face,颤抖,crazy | daze | earthquake | face | omg | panic | shaking | shock | surprise | vibrate | whoa | wow,哇 | 地震 | 天啊 | 惊喜 | 惊慌 | 晕头转向 | 疯狂 | 脸 | 震动 | 震惊 | 颤抖,CLDR release-46 annotations
🫩,face with bags under eyes,有眼袋,bags | bored | exhausted | eyes | face | fatigued | late | sleepy | tired | weary,厌倦 | 困倦 | 晚睡 | 熬夜 | 疲倦 | 疲劳 | 疲惫 | 眼 | 眼袋 | 脸,CLDR release-46 annotations
🫰,hand with index finger and thumb crossed,食指与拇指交叉的手,<3 | crossed | expensive | finger | hand | heart | index | love | money | snap | thumb,响指 | 心 | 手 | 昂贵 | 比心 | 爱 | 爱心 | 金钱 | 钞票 | 食指与拇指交叉的手,CLDR release-46 annotations
🫱,rightwards hand,向右的手,hand | handshake | hold | reach | right | rightward | rightwards | shake,伸手 | 右 | 右手 | 向右 | 向右的手 | 手 | 握手,CLDR release-46 annotations
🫲,leftwards hand,向左的手,hand | handshake | hold | left | leftward | leftwards | reach | shake,伸手 | 向左 | 向左的手 | 左 | 左手 | 手 | 握手,CLDR release-46 annotations
🫳,palm down hand,掌心向下的手,dismiss | down | drop | dropped | hand | palm | pick | shoo | up,下投 | 手 | 扔掉 | 拿起 | 捡起 | 掌心向下的手 | 解散 | 驱赶,CLDR release-46 annotations
🫴,palm up hand,掌心向上的手,beckon | catch | come | hand | hold | know | lift | me | offer | palm | tell,不知道 | 召唤 | 告诉我 | 手 | 拿着 | 掌心向上的手 | 接住 | 提供 | 过来 | 送出,CLDR release-46 annotations
🫵,index pointing at the viewer,指向观察者的食指,at | finger | hand | index | pointing | poke | viewer | you,伸出手指 | 你 | 戳 | 手指 | 指 | 指向 | 指向观察者的食指,CLDR release-46 annotations
🫶,heart hands,做成心形的双手,<3 | hands | heart | love | you,做成心形的双手 | 手 | 比心 | 爱 | 爱你 | 爱心,CLDR release-46 annotations
🫷,leftwards pushing hand,向左推,block | five | halt | hand | high | hold | leftward | leftwards | pause | push | pushing | refuse | slap | stop | wait,中止 | 停止 | 击掌 | 向左 | 向左推 | 往左 | 手 | 拒绝 | 推 | 暂停 | 等等 | 阻挡,CLDR release-46 annotations
🫸,rightwards pushing hand,向右推,block | five | halt | hand | high | hold | pause | push | pushing | refuse | rightward | rightwards | slap | stop | wait,中止 | 停止 | 击掌 | 向右 | 向右推 | 往右 | 手 | 拒绝 | 推 | 暂停 | 等等 | 阻挡,CLDR release-46 annotations
⛓‍💥,broken chain,断链,break | breaking | broken | chain | cuffs | freedom,手铐 | 断开 | 断开的链条 | 断链 | 自由 | 链 | 链条,CLDR release-46 annotations
⛹‍♀,woman bouncing ball,女生玩球,athletic | ball | basketball | bouncing | championship | dribble | net | player | throw | woman,女 | 女生打篮球 | 女生玩球 | 游戏 | 玩 | 球 | 篮球,CLDR release-46 annotations
⛹‍♂,man bouncing ball,男生玩球,athletic | ball | basketball | bouncing | championship | dribble | man | net | player | throw,球 | 男 | 男生玩球,CLDR release-46 annotations
❤‍🔥,heart on fire,火上之心,burn | fire | heart | love | lust | sacred,渴望 | 火上之心 | 燃烧 | 爱,CLDR release-46 annotations
❤‍🩹,mending heart,修复受伤的心灵,healthier | heart | improving | mending | recovering | recuperating | well,修复受伤的心灵 | 修补 | 恢复 | 痊愈,CLDR release-46 annotations
🍄‍🟫,brown mushroom,褐色蘑菇,food | fungi | fungus | mushroom | nature | pizza | portobello | shiitake | shroom | spore | sprout | toppings | truffle | vegetable | vegetarian | veggie,披萨配料 | 拖沓 | 无聊 | 棕色 | 植物 | 素食 | 素食主义者 | 自然 | 菌类 | 蔬菜 | 蘑菇 | 褐色 | 褐色蘑菇 | 褐菇 | 食物,CLDR release-46 annotations
🍋‍🟩,lime,青柠,acidity | citrus | cocktail | fruit | garnish | key | lime | margarita | mojito | refreshing | salsa | sour | tangy | tequila | tropical | zest,柑橘属 | 橘属 | 水果 | 清爽 | 热带 | 绿色 | 莫吉托 | 调味汁 | 酸味酒精饮料 | 酸橙 | 酸橙派 | 酸爽 | 青柠,CLDR release-46 annotations
🏃‍♀,woman running,女生跑步,fast | hurry | marathon | move | quick | race | racing | run | rush | speed | woman,冲刺 | 女 | 女生跑步 | 比赛 | 跑 | 跑步 | 马拉松,CLDR release-46 annotations
🏃‍♂,man running,男生跑步,fast | hurry | man | marathon | move | quick | race | racing | run | rush | speed,男 | 男生跑步 | 跑 | 马拉松,CLDR release-46 annotations
🏄‍♀,woman surfing,女生冲浪,beach | ocean | person | sport | surf | surfer | surfing | swell | waves,冲浪 | 女 | 女生冲浪 | 海滩,CLDR release-46 annotations
🏄‍♂,man surfing,男生冲浪,beach | man | ocean | sport | surf | surfer | surfing | swell | waves,冲浪 | 男 | 男生冲浪,CLDR release-46 annotations
🏊‍♀,woman swimming,女生游泳,freestyle | man | sport | swim | swimmer | swimming | triathlon,女 | 女生游泳 | 游泳,CLDR release-46 annotations
🏊‍♂,man swimming,男生游泳,freestyle | man | sport | swim | swimmer | swimming | triathlon,游泳 | 男 | 男生游泳,CLDR release-46 annotations
🏋‍♀,woman lifting weights,女生举重,barbell | bodybuilder | deadlift | lifter | lifting | powerlifting | weight | weightlifter | weights | woman | workout,举重 | 女 | 女生举重 | 训练,CLDR release-46 annotations
🏋‍♂,man lifting weights,男生举重,barbell | bodybuilder | deadlift | lifter | lifting | man | powerlifting | weight | weightlifter | weights | workout,举重 | 男 | 男生举重,CLDR release-46 annotations
🏌‍♀,woman golfing,女生打高尔夫,ball | birdie | caddy | driving | golf | golfing | green | pga | putt | range | tee | woman,女 | 女生打高尔夫 | 高尔夫 | 高尔夫练球场,CLDR release-46 annotations
🏌‍♂,man golfing,男生打高尔夫,ball | birdie | caddy | driving | golf | golfing | green | man | pga | putt | range | tee,男 | 男生打高尔夫 | 高尔夫,CLDR release-46 annotations
🏳‍⚧,transgender flag,跨性别旗,blue | flag | light | pink | transgender | white,旗帜 | 浅蓝色 | 白色 | 粉红色 | 跨性别 | 跨性别旗,CLDR release-46 annotations
🏳‍🌈,rainbow flag,彩虹旗,bisexual | flag | gay | genderqueer | glbt | glbtq | lesbian | lgbt | lgbtq | lgbtqia | pride | queer | rainbow | trans | transgender,双性 | 同性 | 多色 | 彩虹 | 彩虹旗 | 旗 | 旗帜 | 跨性别,CLDR release-46 annotations
🏴‍☠,pirate flag,海盗旗,flag | Jolly | pirate | plunder | Roger | treasure,掠夺 | 海上 | 海盗旗 | 财宝 | 骷髅,CLDR release-46 annotations
🐈‍⬛,black cat,黑猫,animal | black | cat | feline | halloween | meow | unlucky,万圣节 | 不吉利 | 动物 | 喵 | 喵星人 | 猫 | 猫科 | 黑猫 | 黑色,CLDR release-46 annotations
🐕‍🦺,service dog,服务犬,accessibility | animal | assistance | dog | service,工作犬 | 无障碍 | 服务 | 服务犬 | 犬 | 狗 | 辅助,CLDR release-46 annotations
🐦‍⬛,black bird,黑色的鸟,animal | beak | bird | black | caw | corvid | crow | ornithology | raven | rook,乌鸦 | 动物 | 喙 | 渡鸦 | 秃鼻乌鸦 | 老鸦 | 鸟 | 鸦叫声 | 鸦科 | 黑色 | 黑色的鸟,CLDR release-46 annotations
🐦‍🔥,phoenix,凤凰,ascend | ascension | emerge | fantasy | firebird | glory | immortal | phoenix | rebirth | reincarnation | reinvent | renewal | revival | revive | rise | transform,不朽 | 不死鸟 | 东山再起 | 凤凰 | 凤凰传奇 | 幻兽 | 幻想 | 浴火重生 | 火鸟 | 灵魂转世 | 神奇动物 | 重生 | 重获新生,CLDR release-46 annotations
🐻‍❄,polar bear,北极熊,animal | arctic | bear | polar | white,北极 | 北极熊 | 熊 | 白色,CLDR release-46 annotations
👁‍🗨,eye in speech bubble,眼睛对话框,balloon | bubble | eye | speech | witness,对话框 | 目擊 | 眼睛 | 眼睛对话框,CLDR release-46 annotations
👨‍⚕,man health worker,男医生,doctor | health | healthcare | man | nurse | therapist | worker,医护人员 | 医生 | 护士 | 治疗师 | 男 | 男人 | 男医生 | 男治疗师,CLDR release-46 annotations
👨‍⚖,man judge,男法官,judge | justice | law | man | scales,正义 | 法官 | 法律 | 男 | 男法官,CLDR release-46 annotations
👨‍✈,man pilot,男飞行员,man | pilot | plane,机长 | 男 | 男飞行员 | 飞机 | 飞行员,CLDR release-46 annotations
👨‍🌾,man farmer,农夫,farmer | gardener | man | rancher,农夫 | 农民 | 园丁 | 牧场主人 | 牧场工人 | 男,CLDR release-46 annotations
👨‍🍳,man cook,男厨师,chef | cook | man,做饭 | 厨师 | 大厨 | 男 | 男厨师,CLDR release-46 annotations
👨‍🍼,man feeding baby,哺乳的男人,baby | dad | father | feed | feeding | man | nanny | newborn | nursing,人物 | 保姆 | 哺乳 | 哺乳的男人 | 哺育 | 喂养 | 婴儿 | 宝宝 | 新生儿 | 爱 | 父亲 | 父子情 | 父爱 | 男人,CLDR release-46 annotations
👨‍🎓,man student,男学生,graduate | man | student,学生 | 毕业 | 男 | 男学生,CLDR release-46 annotations
👨‍🎤,man singer,男歌手,actor | entertainer | man | rock | rockstar | singer | star,摇滚歌手 | 明星 | 歌手 | 男 | 男歌手 | 男演员 | 艺人,CLDR release-46 annotations
👨‍🎨,man artist,男艺术家,artist | man | palette,男 | 男艺术家 | 画家 | 艺术,CLDR release-46 annotations
👨‍🏫,man teacher,男老师,instructor | lecturer | man | professor | teacher,教师 | 教授 | 男 | 男老师 | 老师,CLDR release-46 annotations
👨‍🏭,man factory worker,男工人,assembly | factory | industrial | man | worker,工业 | 工人 | 工厂 | 男 | 男工人 | 组装工 | 装配,CLDR release-46 annotations
👨‍💻,man technologist,男程序员,coder | computer | developer | inventor | man | software | technologist,发明家 | 工程师 | 开发人员 | 男 | 男程序员 | 码农 | 程序员 | 软件,CLDR release-46 annotations
👨‍💼,man office worker,男白领,architect | business | man | manager | office | white-collar | worker,商人 | 建筑师 | 男 | 男白领 | 白领 | 经理,CLDR release-46 annotations
👨‍🔧,man mechanic,男技工,electrician | man | mechanic | plumber | tradesperson,技工 | 机械工 | 杂工 | 水管工 | 水管工人 | 电工 | 男 | 男技工,CLDR release-46 annotations
👨‍🔬,man scientist,男科学家,biologist | chemist | engineer | man | mathematician | physicist | scientist,化学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 男 | 男科学家 | 科学家,CLDR release-46 annotations
👨‍🚀,man astronaut,男宇航员,astronaut | man | rocket | space,宇宙 | 宇航员 | 火箭 | 男 | 男宇航员 | 航天,CLDR release-46 annotations
👨‍🚒,man firefighter,男消防员,fire | firefighter | firetruck | man,救火 | 消防 | 消防员 | 消防车 | 男 | 男消防员,CLDR release-46 annotations
👨‍🦯,man with white cane,拄盲杖的男人,accessibility | blind | cane | man | probing | white,拄盲杖的男人 | 拐杖 | 无障碍 | 男 | 男人 | 男子 | 盲 | 盲人,CLDR release-46 annotations
👨‍🦼,man in motorized wheelchair,坐电动轮椅的男人,accessibility | man | motorized | wheelchair,坐电动轮椅的男人 | 无障碍 | 电动 | 男 | 男人 | 男子 | 轮椅,CLDR release-46 annotations
👨‍🦽,man in manual wheelchair,坐手动轮椅的男人,accessibility | man | manual | wheelchair,坐手动轮椅的男人 | 手动 | 无障碍 | 男 | 男人 | 男子 | 轮椅,CLDR release-46 annotations
👩‍⚕,woman health worker,女医生,doctor | health | healthcare | nurse | therapist | woman | worker,医护人员 | 医生 | 女 | 女人 | 女医生 | 女治疗师 | 护士 | 治疗师,CLDR release-46 annotations
👩‍⚖,woman judge,女法官,judge | justice | law | scales | woman,女 | 女法官 | 正义 | 法官 | 法律,CLDR release-46 annotations
👩‍✈,woman pilot,女飞行员,pilot | plane | woman,女 | 女飞行员 | 机长 | 飞机 | 飞行员,CLDR release-46 annotations
👩‍🌾,woman farmer,农妇,farmer | gardener | rancher | woman,农妇 | 农民 | 园丁 | 女 | 牧场主人 | 牧场工,CLDR release-46 annotations
👩‍🍳,woman cook,女厨师,chef | cook | woman,做饭 | 厨师 | 大厨 | 女 | 女厨师,CLDR release-46 annotations
👩‍🍼,woman feeding baby,哺乳的女人,baby | feed | feeding | mom | mother | nanny | newborn | nursing | woman,人物 | 保姆 | 哺乳 | 哺乳的女人 | 喂养 | 女人 | 妈咪 | 妈妈 | 婴儿 | 宝宝 | 母亲 | 爱,CLDR release-46 annotations
👩‍🎓,woman student,女学生,graduate | student | woman,女 | 女学生 | 学生 | 毕业,CLDR release-46 annotations
👩‍🎤,woman singer,女歌手,actor | entertainer | rock | rockstar | singer | star | woman,女 | 女歌手 | 摇滚歌手 | 明星 | 歌手 | 演员 | 艺人,CLDR release-46 annotations
👩‍🎨,woman artist,女艺术家,artist | palette | woman,女 | 女艺术家 | 画家 | 艺术,CLDR release-46 annotations
👩‍🏫,woman teacher,女老师,instructor | lecturer | professor | teacher | woman,女 | 女老师 | 教师 | 教授 | 老师,CLDR release-46 annotations
👩‍🏭,woman factory worker,女工人,assembly | factory | industrial | woman | worker,女 | 女工人 | 工业 | 工人 | 工厂 | 装配,CLDR release-46 annotations
👩‍💻,woman technologist,女程序员,coder | computer | developer | inventor | software | technologist | woman,发明家 | 女 | 女程序员 | 工程师 | 开发人员 | 码农 | 程序员 | 软件,CLDR release-46 annotations
👩‍💼,woman office worker,女白领,architect | business | manager | office | white-collar | woman | worker,人物 | 商人 | 女 | 女白领 | 建筑师 | 白领 | 经理,CLDR release-46 annotations
👩‍🔧,woman mechanic,女技工,electrician | mechanic | plumber | tradesperson | woman,修理工 | 女 | 女技工 | 技工 | 水电工 | 水管工 | 水管工人 | 电工,CLDR release-46 annotations
👩‍🔬,woman scientist,女科学家,biologist | chemist | engineer | mathematician | physicist | scientist | woman,化学家 | 女 | 女科学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 科学家,CLDR release-46 annotations
👩‍🚀,woman astronaut,女宇航员,astronaut | rocket | space | woman,女 | 女宇航员 | 宇宙 | 宇航员 | 火箭 | 航天,CLDR release-46 annotations
👩‍🚒,woman firefighter,女消防员,fire | firefighter | firetruck | woman,女 | 女消防员 | 救火 | 消防 | 消防员 | 消防车 | 火灾,CLDR release-46 annotations
👩‍🦯,woman with white cane,拄盲杖的女人,accessibility | blind | cane | probing | white | woman,女 | 女人 | 女性 | 拄盲杖的女人 | 拐杖 | 无障碍 | 盲 | 盲人,CLDR release-46 annotations
👩‍🦼,woman in motorized wheelchair,坐电动轮椅的女人,accessibility | motorized | wheelchair | woman,坐电动轮椅的女人 | 女 | 女人 | 女子 | 无障碍 | 电动 | 轮椅,CLDR release-46 annotations
👩‍🦽,woman in manual wheelchair,坐手动轮椅的女人,accessibility | manual | wheelchair | woman,坐手动轮椅的女人 | 女 | 女人 | 女子 | 手动 | 无障碍 | 轮椅,CLDR release-46 annotations
👮‍♀,woman police officer,女警察,apprehend | arrest | citation | cop | law | officer | over | police | pulled | undercover | woman,交警 | 公安 | 卧底 | 女 | 女警察 | 武警 | 法警 | 警官 | 警察 | 警方 | 逮捕,CLDR release-46 annotations
👮‍♂,man police officer,男警察,apprehend | arrest | citation | cop | law | man | officer | over | police | pulled | undercover,男 | 男警察 | 警官 | 警察,CLDR release-46 annotations
👯‍♀,women with bunny ears,兔女郎,bestie | bff | bunny | counterpart | dancer | double | ear | identical | pair | party | partying | people | soulmate | twin | twinsies | women,兔女郎 | 兔耳朵 | 女生派对 | 派对 | 聚会 | 跳舞,CLDR release-46 annotations
